,고객번호,편의품_CV_S,편의품_CV_C,선매품CV_S,선매품CV_C,전문품CV_S,전문품CV_C,기타CV_S,기타CV_C
0,1,0.42323143329360013,0.45036270476563145,0.4158634401003924,0.18711350252637396,1.356745484415778,1.247219128924647,0.49197953433039365,0.490667339314349
1,2,0.40496295788901837,0.2179030467734595,0.39541715823725654,0.2603452619508098,2.0995851830737644,2.0944370763206677,1.1960301756374943,0.8645205800519346
2,3,0.35523206477954666,0.33606175192959153,1.945494834617704,1.7078251276599334,0.0,0.0,0.0,0.0
3,4,0.26752192437541383,0.29949468801153284,0.539876235375724,0.4350866712766937,2.6457513110645907,2.6457513110645907,0.6158948214119893,0.628138378965377
4,6,0.33667984766466796,0.1848074272760089,0.25550891732216746,0.3234047162288915,1.2825995375563424,1.058300524425836,0.23702249429026767,0.3518501655867914
5,7,0.2617586588604808,0.10033619990997347,0.578907445908898,0.1720581252429828,2.358061615102362,1.6313976625376578,0.5413051082230538,0.46259244432580726
6,8,0.28025262313219296,0.20831891530270372,0.31721500812868125,0.23809523809523808,1.5567226554987774,1.4174834246858972,0.4343570797408998,0.23624006908434192
7,9,0.9344351971809955,0.5096525931032024,0.5186974940787609,0.4416771635198522,1.5356453764747706,1.4142135623730951,1.4673836718300888,1.063112568514423
8,10,0.06725676963910605,0.0652541887790665,0.6335374025066769,0.33211900021382446,2.6457513110645907,2.645751311064591,0.9314871413845964,0.6666666666666666
9,11,0.23440060355491743,0.24986801259947813,0.5779942548121408,0.5044187968544994,1.6731120624947833,1.7078251276599332,0.7672430831066357,0.5433852130044892
10,12,0.47494682620184575,0.31026532349226854,1.606703999646878,0.8700787533534176,0.0,0.0,0.0,0.0
11,13,0.17877781966698816,0.20469451222312737,0.3414629230646208,0.502697882780604,2.6457513110645903,2.6457513110645907,0.629913032391287,0.7239650104867454
12,14,0.3197123974444598,0.31092973472633334,0.4363094207398986,0.43139841775762766,1.5555029130783027,0.816496580927726,0.5961040090489585,0.44352310039161297
13,15,0.2719491068850939,0.10058939474140675,0.6905958515789197,0.42517916286009,0.0,0.0,0.7142040348610628,0.707514453045832
14,16,0.4825831138985005,0.44205847705657764,0.6441230162767605,0.4499981737124165,2.6457513110645907,2.6457513110645907,1.2630810742868892,1.3316656236958784
15,17,1.023505249687373,0.6256502740431724,0.5716579160507693,0.32821683976239896,1.6191884239162593,1.6742881295466263,1.8845225501804126,0.894427190999916
16,18,0.4835193766351607,0.5803992969123506,1.4033677838719845,0.9623444138318326,2.645751311064591,2.645751311064591,0.6944396575008115,0.5476650326867011
17,19,0.30869670997204923,0.20525619373643272,0.4933230211412758,0.3531111722956384,1.8379733268550273,1.8358568490953673,2.6457513110645907,2.645751311064591
18,20,0.17825726517910992,0.24493861481774382,0.54857850339572,0.3827824182463699,0.0,0.0,0.6890236938400434,0.8097205585386296
19,21,0.25419424221536485,0.21220000820790705,0.6742865646399293,0.49006980473082956,1.71921999579891,1.7078251276599332,1.2981368519862064,1.221076904451297
20,22,0.3642340968188041,0.36724036749091626,0.6007707498032441,0.47140452079103173,0.8286480622335608,0.707514453045832,0.7928758463403099,0.5620385273979658
21,23,0.5555663759054542,0.5429003755947702,0.4021822006047968,0.3983762438102515,2.3995775856666124,1.063112568514423,0.4326146305495902,0.45991166290123997
22,24,0.271845746566807,0.13200822881263652,0.3355356297348739,0.41989110486518233,2.6457513110645907,2.645751311064591,0.6612256404956469,1.0327955589886444
23,25,0.24065145634574261,0.14171486334564484,0.9498162541445961,0.7831643385145006,1.2586940308069734,0.9620913858416692,0.7896492580432012,0.6454972243679028
24,26,0.3359696675312772,0.5422638241255994,0.8116809908712893,0.1488139415266874,0.6966105794966388,0.5685717994898496,0.43419224062913175,0.1767766952966369
25,27,0.4565605065749078,0.22674640786088662,0.5872672000196787,0.5094043733998906,0.9020080301252853,0.8906926143924925,0.9862853242399052,0.7243306098372069
26,28,0.2543307734495333,0.2799421116018005,1.6123053708667667,0.7882269819968922,0.0,0.0,1.9807870808682,2.0550750189064466
27,29,0.3220993449453201,0.3853762772665601,0.12223984493714833,0.26814736059999167,1.5920297657355482,0.9025495336819509,0.6743960332316388,0.865431218188735
28,30,0.18351482295549748,0.15424229034797038,0.2615635624155787,0.15430132097636592,1.1575699520501135,1.1547005383792515,0.7833808278216878,0.676538704139272
29,31,0.2187385137703529,0.18995785694074904,0.5326591527360246,0.3397284708779194,0.0,0.0,0.49027636902046906,0.49450311761740523
30,32,0.30531176268487964,0.15184080180367732,0.9298738929732641,0.37416573867739417,1.8949567349222791,1.707825127659933,0.9096093338488467,0.4549271550735258
31,33,0.19549061639372498,0.1428793524930607,1.331622074925989,0.6666666666666666,0.0,0.0,1.7659672132591897,1.118033988749895
32,34,0.42495298824868893,0.3926399114804648,0.8357487546010571,0.4395311678155217,0.0,0.0,1.312355176260697,0.900787813594915
33,35,0.5779358132602789,0.4307350919562934,0.3041056326256434,0.2854147658087554,2.615206072065112,2.351595203260969,0.5901252555432382,0.4171757750910574
34,36,0.4497269671358861,0.3368043045474732,0.49603904484281336,0.535109642738976,0.0,0.0,0.6393560946110947,0.7669121657481069
35,37,0.339882782806048,0.29435474384157523,0.7201074994764682,0.5509113315032041,2.6457513110645907,2.645751311064591,0.6460748276987296,0.5686009451676073
36,38,0.1860263259878446,0.1207502470865355,0.46253261643587956,0.295717026345765,2.1562705469377357,1.8358568490953673,0.3609650071622649,0.4886169638849247
37,39,0.31914522121868516,0.3731516357583253,0.8672883169775462,0.3928289249840934,2.6457513110645903,2.645751311064591,0.5717219459817403,0.5059103707283176
38,40,0.2623253375545932,0.257145638590376,0.5293967960451449,0.3160439542084859,2.6457513110645907,2.645751311064591,1.183143391363395,0.8726821151336115
39,41,0.41733651658959536,0.5170781022768978,0.7173273483412762,0.5994037791228538,2.6457513110645907,2.645751311064591,0.29414575691365513,0.20046242836298572
40,42,0.2405923541194149,0.2595967982659997,0.6552960370072034,0.5507570547286101,2.6457513110645907,2.645751311064591,1.56713160484378,1.247219128924647
41,43,0.282043207222349,0.3776665473678941,2.1116451882092235,0.707514453045832,0.0,0.0,2.6457513110645907,2.645751311064591
42,44,0.40014588719528704,0.47133026258774324,0.8152659115407552,0.47607962162553735,1.937113058178363,1.4953632037438633,0.8545316192639781,0.8190441583537076
43,45,0.2766547959451148,0.262090688310633,0.6537972670958195,0.439867338709305,1.7220419079848148,1.4666429922331703,0.8870409809174107,0.8138343743593588
44,46,0.32426718417341865,0.2105576489275188,0.6684811121748884,0.5485150590499521,1.2632158625841212,0.6731775724703958,0.5308783330399014,0.2829821468989004
45,47,0.38072891713598217,0.3779288822524076,0.9921140219560296,0.47528445882903403,2.6457513110645907,2.645751311064591,0.8095552721333675,0.6965573820694445
46,48,0.3287099442507698,0.227261993775172,0.40669995239192636,0.16700709701064828,1.2561970108621112,0.8267972847076845,1.7978828548593142,0.7398142353865991
47,49,0.3155908372205282,0.19140431037144626,0.6979659459898535,0.2769853582999597,0.8895857858329195,0.7243306098372069,0.29786845110274646,0.3618368775096396
48,50,0.1758134535026061,0.1452714773987755,0.2980854129089514,0.34713862751994634,1.7085390437048402,1.8358568490953673,0.5176369450218506,0.4548363083836576
49,51,0.28363384072118253,0.34771228387881853,0.7846594601345701,0.36805293500115305,0.0,0.0,1.8415051565176206,0.9941961204540711
50,52,0.5172101857968291,0.27434160673330105,0.5893856949222447,0.35306336486838785,1.0259431755116892,0.8906926143924924,0.3406479702539059,0.4311316337230519
