,°í°´¹øÈ£,Àü_ÃÑ±¸¸Å¾×1,Àü_ÃÑ±¸¸Å¾×2,Àü_ÃÑ±¸¸Å¾×3,Àü_ÃÑ±¸¸Å¾×4,Àü_ÃÑ±¸¸Å¾×5,Àü_ÃÑ±¸¸Å¾×6,Àü_ÃÑ±¸¸Å¾×7,Àü_ÃÑ±¸¸Å¾×8,Àü_ÃÑ±¸¸ÅÈ½¼ö1,Àü_ÃÑ±¸¸ÅÈ½¼ö2,Àü_ÃÑ±¸¸ÅÈ½¼ö3,Àü_ÃÑ±¸¸ÅÈ½¼ö4,Àü_ÃÑ±¸¸ÅÈ½¼ö5,Àü_ÃÑ±¸¸ÅÈ½¼ö6,Àü_ÃÑ±¸¸ÅÈ½¼ö7,Àü_ÃÑ±¸¸ÅÈ½¼ö8
28,30,0,3,3,3,0,3,0,0,0,0,0,1,0,1,0,0
29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,32,0,2,0,0,0,0,2,2,0,1,0,0,0,0,1,0
31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,35,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0
34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,38,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0
37,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,40,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,41,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,44,3,3,3,4,3,3,4,4,1,0,0,3,0,1,1,3
43,45,0,0,0,3,0,3,3,3,0,0,0,2,0,0,1,1
44,46,4,4,3,3,4,3,3,3,1,2,0,0,2,1,1,1
45,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
46,48,0,3,3,0,3,3,3,0,0,0,1,0,2,1,1,0
47,49,3,3,4,0,3,3,4,3,1,1,0,0,1,1,0,1
48,50,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,52,0,2,3,3,3,3,3,0,0,0,0,0,0,2,1,0
51,53,0,2,0,4,0,3,0,0,0,0,0,2,0,0,0,0
52,54,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,56,4,4,0,3,0,3,3,4,2,1,0,0,0,2,0,2
55,57,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
56,58,3,3,3,3,3,3,2,3,1,2,1,1,2,2,1,1
57,59,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0
58,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
59,61,3,3,3,0,0,0,3,2,0,0,0,0,0,0,1,0
60,62,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
61,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,64,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
63,65,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,1
64,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,68,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,70,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2
69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,73,4,4,4,4,4,4,4,4,2,3,3,3,4,3,4,4
72,74,3,3,3,0,3,0,0,3,1,1,1,0,1,0,0,0
73,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,76,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
75,77,2,3,3,0,2,0,3,2,0,1,0,0,0,0,1,0
76,78,3,3,3,3,3,3,3,3,1,1,2,2,1,0,2,2
77,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,81,3,3,3,0,3,3,4,3,0,0,0,0,1,2,1,1
80,82,3,0,3,3,0,4,4,3,1,0,1,0,0,2,2,2
81,83,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
82,84,0,0,0,0,0,3,2,3,0,0,0,0,0,1,0,1
83,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,86,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
85,87,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
86,88,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
87,89,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
88,90,0,0,3,3,0,0,0,3,0,0,0,1,0,0,0,0
89,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,92,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1
91,93,0,3,0,3,4,4,0,3,0,1,0,0,3,3,0,3
92,94,0,0,3,0,0,0,4,3,0,0,1,0,0,0,2,1
93,95,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
94,96,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,97,3,0,3,4,0,0,0,3,1,0,0,2,0,0,0,0
96,98,0,0,3,3,0,3,0,0,0,0,0,0,0,1,0,0
97,99,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,4
98,100,0,0,3,0,3,2,0,0,0,0,1,0,0,0,0,0
99,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,102,4,4,3,4,3,3,3,0,2,2,1,3,1,0,1,0
101,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,105,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
104,106,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
105,107,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
106,108,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
107,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,113,0,3,3,4,3,3,3,3,0,1,1,2,1,1,2,0
112,114,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
113,115,0,4,0,3,4,4,3,4,0,1,0,0,2,2,0,2
114,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,117,0,0,3,3,0,3,0,3,0,0,0,1,0,0,0,0
116,118,3,3,3,3,3,3,3,3,0,2,1,2,2,2,2,2
117,119,0,4,3,3,3,3,3,3,0,2,1,0,1,0,1,1
118,120,0,3,3,3,3,0,3,3,0,0,1,1,0,0,1,1
119,121,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
120,122,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
121,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,124,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0
123,125,3,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0
124,126,0,0,0,3,3,3,0,0,0,0,0,1,1,1,0,0
125,127,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
126,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,130,3,2,0,0,3,0,0,0,0,1,0,0,1,0,0,0
129,131,0,3,3,3,0,3,2,3,0,1,0,1,0,1,0,2
130,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,133,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
132,134,3,3,3,3,3,4,4,4,1,1,1,2,3,4,3,3
133,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,137,3,4,3,4,4,3,4,4,1,2,0,2,3,2,3,3
136,138,3,0,0,3,0,3,0,3,0,0,0,1,0,1,0,0
137,139,3,3,3,3,0,0,0,0,1,1,1,2,0,0,0,0
138,140,4,4,4,4,4,4,4,3,2,2,2,2,3,2,3,1
139,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,144,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
142,145,3,3,3,3,0,3,4,4,0,1,1,0,0,1,3,3
143,146,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3
144,147,4,3,3,4,4,3,3,3,1,1,1,2,2,2,0,2
145,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,149,0,0,3,2,0,2,0,3,0,0,0,0,0,0,0,0
147,150,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
148,151,0,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0
149,152,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2
150,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,154,4,4,0,0,0,0,4,4,2,1,0,0,0,0,2,1
152,155,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0
153,156,3,2,3,0,4,3,3,3,1,0,0,0,3,2,1,2
154,157,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,159,0,3,0,3,4,0,0,0,0,0,0,1,1,0,0,0
157,160,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
158,161,4,3,4,3,4,3,3,3,1,1,2,2,3,2,1,2
159,162,0,0,0,0,3,3,0,3,0,0,0,0,1,0,0,1
160,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,164,4,4,4,3,3,4,4,3,2,1,2,2,0,2,2,0
162,165,0,3,3,0,2,0,3,0,0,0,1,0,0,0,0,0
163,166,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
164,167,0,0,0,4,0,3,3,0,0,0,0,1,0,0,0,0
165,168,0,3,3,0,0,0,3,3,0,1,0,0,0,0,0,0
166,169,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
167,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,171,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0
169,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,173,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
171,175,0,0,3,0,3,3,3,3,0,0,0,0,1,1,1,2
172,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,177,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
174,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,179,0,0,0,2,0,2,3,0,0,0,0,0,0,1,1,0
176,180,3,3,0,3,4,3,3,3,0,1,0,2,2,1,1,1
177,181,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1
178,182,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0
179,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,184,0,3,3,0,0,3,0,0,0,0,0,0,0,1,0,0
181,185,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
182,186,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0
183,187,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,189,2,3,2,3,3,3,3,3,0,1,0,2,1,3,2,2
186,190,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
187,191,3,3,3,3,0,0,4,3,1,1,0,1,0,0,3,1
188,192,3,3,3,4,0,3,3,4,0,0,0,2,0,2,1,1
189,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,194,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
191,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,196,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
193,197,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
194,198,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0
195,199,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
196,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,201,0,0,3,0,0,0,4,3,0,0,1,0,0,0,1,0
198,202,0,3,3,3,3,3,3,3,0,1,0,1,1,0,1,2
199,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,204,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
201,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,206,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0
203,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,208,4,4,3,3,3,0,0,0,0,2,0,2,1,0,0,0
205,209,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
206,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,211,0,0,3,0,3,0,3,3,0,0,1,0,2,0,1,1
208,212,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0
209,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,214,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
211,215,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
212,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,218,0,4,4,3,3,4,4,4,0,2,3,2,1,3,3,3
215,219,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
216,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,221,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
218,222,3,3,0,3,3,2,3,3,0,0,0,1,0,1,0,1
219,223,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
220,224,3,0,4,0,0,0,3,4,0,0,2,0,0,0,1,2
221,225,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
222,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,229,3,0,0,3,0,3,3,3,0,0,0,0,0,2,1,1
226,230,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
227,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,233,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
230,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,235,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,1
232,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,237,3,3,3,3,3,0,3,0,1,1,0,1,2,0,1,0
234,238,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
235,239,3,3,3,3,3,3,3,2,1,2,1,0,1,2,1,0
236,240,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0
237,241,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
238,242,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
239,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,246,0,3,4,0,3,0,0,3,0,0,0,0,0,0,0,0
242,247,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
243,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,249,4,3,3,0,3,3,0,4,2,1,0,0,0,0,0,1
245,250,3,3,0,3,0,3,4,3,0,1,0,0,0,0,1,1
246,251,0,3,0,0,0,0,3,2,0,1,0,0,0,0,1,1
247,252,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
248,253,3,0,0,0,0,3,3,0,1,0,0,0,0,1,1,0
249,254,4,3,4,4,4,4,4,3,2,1,2,3,3,3,2,2
250,255,4,4,3,3,3,4,3,3,2,3,1,3,3,2,2,2
251,256,3,4,4,4,3,3,4,4,1,2,2,2,2,1,2,3
252,257,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
253,258,4,4,4,4,4,4,4,4,1,2,1,2,2,3,2,2
254,259,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
255,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,261,3,3,0,0,0,0,3,0,1,0,0,0,0,0,1,0
257,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,265,3,0,3,0,3,0,3,3,1,0,2,0,2,0,0,1
261,266,0,0,0,3,2,0,0,3,0,0,0,1,0,0,0,1
262,267,3,0,0,3,3,3,3,2,0,0,0,1,1,0,0,0
263,268,0,4,0,3,3,3,0,3,0,2,0,0,0,1,0,2
264,269,3,3,3,0,3,0,0,0,0,0,1,0,0,0,0,0
265,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,271,0,3,0,0,3,0,3,4,0,1,0,0,1,0,1,2
267,272,0,0,3,0,3,0,0,3,0,0,1,0,0,0,0,0
268,273,0,0,3,3,3,3,3,3,0,0,1,1,2,2,2,1
269,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,275,0,3,3,2,0,0,0,0,0,0,2,0,0,0,0,0
271,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,277,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
273,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,279,0,3,4,0,4,3,0,3,0,1,2,0,3,0,0,2
275,280,3,3,0,2,0,3,3,0,1,1,0,0,0,0,0,0
276,281,0,0,0,0,3,3,4,3,0,0,0,0,0,0,1,0
277,282,0,0,3,3,0,0,3,3,0,0,0,3,0,0,1,2
278,283,3,3,3,3,0,3,0,3,0,1,1,1,0,1,0,0
279,284,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
280,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,286,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0
282,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,288,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
284,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,290,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
286,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,292,3,3,0,3,2,0,2,3,1,0,0,0,0,0,0,2
288,293,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
289,294,0,3,3,4,0,3,4,0,0,1,1,2,0,0,2,0
290,295,0,3,3,3,3,0,3,3,0,0,1,0,2,0,1,1
291,296,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
292,297,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
293,298,0,3,4,4,4,4,0,4,0,0,1,3,2,2,0,2
294,299,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
295,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,301,3,3,0,3,2,3,3,3,0,1,0,1,0,2,1,1
297,302,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
298,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,304,0,0,0,0,0,3,3,3,0,0,0,0,0,1,1,2
300,305,0,0,3,4,0,3,3,3,0,0,1,3,0,2,2,0
301,306,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
302,307,3,3,3,3,3,3,0,0,0,0,0,0,2,0,0,0
303,308,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0
304,309,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
305,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,311,3,3,3,3,2,3,0,0,1,2,2,2,1,2,0,0
307,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,313,0,0,0,3,3,0,0,2,0,0,0,0,1,0,0,0
309,314,0,3,3,3,3,3,3,4,0,1,0,1,0,2,1,1
310,315,3,0,2,4,3,4,4,4,0,0,0,2,2,2,2,4
311,316,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
312,317,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
313,318,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
314,319,0,0,0,3,0,3,0,3,0,0,0,1,0,1,0,0
315,320,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
316,321,0,0,4,0,0,3,3,0,0,0,1,0,0,1,0,0
317,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,323,3,0,3,4,0,3,1,4,0,0,2,2,0,2,0,1
319,324,0,3,4,0,3,3,3,0,0,0,2,0,1,0,0,0
320,325,3,3,3,3,3,3,0,3,2,2,2,1,0,1,0,1
321,326,3,3,0,2,0,3,3,3,1,0,0,0,0,1,0,1
322,327,3,3,0,0,4,0,0,3,1,1,0,0,0,0,0,0
323,328,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
324,329,3,3,0,3,0,0,0,0,1,1,0,1,0,0,0,0
325,330,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
326,331,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
327,332,3,3,3,0,3,3,0,3,1,1,0,0,2,1,0,0
328,333,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
329,334,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
330,335,0,0,3,3,4,3,3,3,0,0,1,2,3,2,1,1
331,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,337,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
333,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,340,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0
336,341,3,3,0,3,3,3,3,4,0,1,0,2,1,1,1,2
337,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,343,3,3,3,0,0,3,0,3,0,1,0,0,0,1,0,0
339,344,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
340,345,0,3,4,4,0,0,0,0,0,1,2,1,0,0,0,0
341,346,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
342,347,0,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0
343,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,349,2,3,3,0,0,2,2,3,0,1,1,0,0,0,0,0
345,350,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
346,351,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0
347,352,3,4,0,3,4,3,4,3,1,2,0,1,3,2,2,2
348,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,355,0,0,3,4,3,0,3,0,0,0,0,3,0,0,0,0
351,356,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
352,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,358,0,2,2,0,0,3,3,3,0,0,0,0,0,2,1,0
354,359,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,360,0,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0
356,361,3,4,3,3,3,3,4,4,2,2,1,2,3,2,2,3
357,362,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
358,363,2,4,0,0,3,3,3,3,1,1,0,0,2,3,0,1
359,364,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
360,365,0,3,3,0,0,3,3,0,0,0,1,0,0,1,1,0
361,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,367,3,3,3,3,4,4,0,3,2,1,1,1,2,3,0,1
363,368,0,0,0,0,3,0,4,3,0,0,0,0,0,0,1,1
364,369,0,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0
